,zip_code,region,province,latitude,longitude
725,6970,Wallonia,Luxembourg,50.09315834583333,5.512515175
726,6971,Wallonia,Luxembourg,50.1196369,5.5055107
727,6980,Wallonia,Luxembourg,50.17699505833334,5.5829701875
728,6982,Wallonia,Luxembourg,50.189228,5.6308579000000005
729,6983,Wallonia,Luxembourg,50.1308406,5.6397272
730,6986,Wallonia,Luxembourg,50.33807755,4.98705665
731,6987,Wallonia,Luxembourg,50.23260087777778,5.517585133333333
732,6990,Wallonia,Luxembourg,50.2675718037037,5.444861151851852
733,6997,Wallonia,Luxembourg,50.291837924,5.52468052
734,7000,Wallonia,Hainaut,50.45668787528735,3.9638280954022993
735,7011,Wallonia,Hainaut,50.471679704,3.910529412
736,7012,Wallonia,Hainaut,50.44372773,3.88921245
737,7020,Wallonia,Hainaut,50.48847894347826,3.960982047826087
738,7021,Wallonia,Hainaut,50.46354492857143,4.045949728571428
739,7022,Wallonia,Hainaut,50.422823750000006,3.9739332785714288
740,7024,Wallonia,Hainaut,50.4190577,3.949333866666666
741,7030,Wallonia,Hainaut,50.43748049,4.0128151
742,7031,Wallonia,Hainaut,50.4322857,4.0398001
743,7032,Wallonia,Hainaut,50.428029,3.9916643
744,7033,Wallonia,Hainaut,50.436517105,3.92162142
745,7034,Wallonia,Hainaut,50.4908353,4.0076396625
746,7040,Wallonia,Hainaut,50.35315378888889,3.915947227777778
747,7041,Wallonia,Hainaut,50.36787031666666,4.003602983333333
748,7050,Wallonia,Hainaut,50.522299825,3.910623165
749,7060,Wallonia,Hainaut,50.57685497928571,4.064193684285714
750,7061,Wallonia,Hainaut,50.51763556363637,4.010023545454545
751,7062,Wallonia,Hainaut,50.55541346666666,4.098298983333334
752,7063,Wallonia,Hainaut,50.56223595,4.0024691875
753,7070,Wallonia,Hainaut,50.49186615208333,4.102642589583334
754,7080,Wallonia,Hainaut,50.40397020681819,3.888287254545455
755,7090,Wallonia,Hainaut,50.605200859139785,4.145325101075269
756,7100,Wallonia,Hainaut,50.46937523930348,4.179348399004975
757,7110,Wallonia,Hainaut,50.476925892,4.137751936
